Team;Type;Rank;Date;Round;Venue;Scorer;Opponent;Start;xG;PSxG;Body Part;Distance;Minute;Score;Goalkeeper;Assist;GCA1;Type GCA1;GCA2;Type GCA2;Note;Motion
Chelsea;For;23;03/12/2023;Matchweek 14;Home;Enzo Fernández;Brighton;Y;0.46;0.58;Head;4;17;0-0;Jason Steele;Benoît Badiashile;Benoît Badiashile;Pass (Live);Conor Gallagher;Pass (Dead);;Set Piece
Chelsea;For;24;03/12/2023;Matchweek 14;Home;Levi Colwill;Brighton;Y;0.25;0.37;Head;4;21;1-0;Jason Steele;Nicolas Jackson;Nicolas Jackson;Pass (Live);Conor Gallagher;Pass (Dead);;Set Piece
Chelsea;For;25;03/12/2023;Matchweek 14;Home;Enzo Fernández;Brighton;Y;0.79;0.96;Right Foot;13;65;02-janv;Jason Steele;;Mykhailo Mudryk;Fouled;Nicolas Jackson;Pass (Live);;Penalty Kick
Chelsea;Against;21;03/12/2023;Matchweek 14;Home;Facundo Buonanotte;Brighton;Y;0.05;0.25;Left Foot;16;43;0-2;Robert Sánchez;Adam Lallana;Adam Lallana;Pass (Live);Simon Adingra;Pass (Live);;In Game
Chelsea;Against;22;03/12/2023;Matchweek 14;Home;João Pedro;Brighton;N;0.21;0.95;Head;3;90+2;01-mars;Robert Sánchez;James Milner;James Milner;Pass (Dead);João Pedro;Shot;;Set Piece
Crystal Palace;For;14;03/12/2023;Matchweek 14;Away;Odsonne Édouard;West Ham;Y;0.19;0.58;Left Foot;12;53;0-1;Alphonse Areola;;;;;;;In Game
Crystal Palace;Against;19;03/12/2023;Matchweek 14;Away;Kudus Mohammed;West Ham;Y;0.14;0.30;Right Foot;12;13;0-0;Sam Johnstone;Vladimír Coufal;Vladimír Coufal;Pass (Live);James Ward-Prowse;Pass (Live);Deflected;In Game
Everton;For;15;02/12/2023;Matchweek 14;Away;Dwight McNeil;Nott'ham Forest;Y;0.06;0.23;Left Foot;12;67;0-0;Odisseas Vlachodimos;;Idrissa Gana Gueye;Pass (Live);Jack Harrison;Pass (Live);;In Game
Fulham;For;14;03/12/2023;Matchweek 14;Away;Harry Wilson;Liverpool;Y;0.24;0.21;Left Foot;6;24;0-1;Caoimhín Kelleher;Antonee Robinson;Antonee Robinson;Pass (Live);Alex Iwobi;Pass (Live);;In Game
Fulham;For;15;03/12/2023;Matchweek 14;Away;Kenny Tete;Liverpool;Y;0.55;0.45;Right Foot;5;45+3;01-févr;Caoimhín Kelleher;;Raúl Jiménez;Shot;;;;In Game
Fulham;For;16;03/12/2023;Matchweek 14;Away;Bobby Reid;Liverpool;N;0.19;0.61;Head;5;80;02-févr;Caoimhín Kelleher;Tom Cairney;Tom Cairney;Pass (Live);Willian;Pass (Live);;In Game
Fulham;Against;23;03/12/2023;Matchweek 14;Away;Bernd Leno (OG);Liverpool;Y;;;;;20;0-0;Bernd Leno;;;;;;Free Kick;Free Kick
Fulham;Against;24;03/12/2023;Matchweek 14;Away;Alexis Mac Allister;Liverpool;Y;0.03;0.52;Right Foot;27;38;01-janv;Bernd Leno;;;;;;;In Game
Fulham;Against;25;03/12/2023;Matchweek 14;Away;Wataru Endo;Liverpool;N;0.09;0.57;Right Foot;22;87;02-mars;Bernd Leno;Mohamed Salah;Mohamed Salah;Pass (Live);Darwin Núñez;Pass (Live);;In Game
Fulham;Against;26;03/12/2023;Matchweek 14;Away;Trent Alexander-Arnold;Liverpool;Y;0.11;0.24;Right Foot;18;88;03-mars;Bernd Leno;Kostas Tsimikas;Cody Gakpo;Shot;;;Volley;In Game
Liverpool;For;29;03/12/2023;Matchweek 14;Home;Bernd Leno (OG);Fulham;Y;;;;;20;0-0;Bernd Leno;;;;;;Free Kick;Free Kick
Liverpool;For;30;03/12/2023;Matchweek 14;Home;Alexis Mac Allister;Fulham;Y;0.03;0.52;Right Foot;27;38;01-janv;Bernd Leno;;;;;;;In Game
Liverpool;For;31;03/12/2023;Matchweek 14;Home;Wataru Endo;Fulham;N;0.09;0.57;Right Foot;22;87;02-mars;Bernd Leno;Mohamed Salah;Mohamed Salah;Pass (Live);Darwin Núñez;Pass (Live);;In Game
Liverpool;For;32;03/12/2023;Matchweek 14;Home;Trent Alexander-Arnold;Fulham;Y;0.11;0.24;Right Foot;18;88;03-mars;Bernd Leno;Kostas Tsimikas;Cody Gakpo;Shot;;;Volley;In Game
Liverpool;Against;12;03/12/2023;Matchweek 14;Home;Harry Wilson;Fulham;Y;0.24;0.21;Left Foot;6;24;0-1;Caoimhín Kelleher;Antonee Robinson;Antonee Robinson;Pass (Live);Alex Iwobi;Pass (Live);;In Game
Liverpool;Against;13;03/12/2023;Matchweek 14;Home;Kenny Tete;Fulham;Y;0.55;0.45;Right Foot;5;45+3;01-févr;Caoimhín Kelleher;;Raúl Jiménez;Shot;;;;In Game
Liverpool;Against;14;03/12/2023;Matchweek 14;Home;Bobby Reid;Fulham;N;0.19;0.61;Head;5;80;02-févr;Caoimhín Kelleher;Tom Cairney;Tom Cairney;Pass (Live);Willian;Pass (Live);;In Game
Luton Town;For;13;02/12/2023;Matchweek 14;Away;Jacob Brown;Brentford;N;0.09;0.15;Left Foot;21;76;0-2;Mark Flekken;;Amari'i Bell;Pass (Live);Gabriel Osho;Pass (Live);;In Game
Luton Town;Against;24;02/12/2023;Matchweek 14;Away;Neal Maupay;Brentford;Y;0.54;0.89;Right Foot;6;49;0-0;Thomas Kaminski;;Ben Mee;Shot;;;;In Game
Luton Town;Against;25;02/12/2023;Matchweek 14;Away;Ben Mee;Brentford;Y;0.07;0.06;Head;8;56;1-0;Thomas Kaminski;Bryan Mbeumo;Bryan Mbeumo;Pass (Dead);;;Deflected;Set Piece
Luton Town;Against;26;02/12/2023;Matchweek 14;Away;Shandon Baptiste;Brentford;N;0.70;0.97;Right Foot;4;81;02-janv;Thomas Kaminski;;Keane Lewis-Potter;Shot;;;;In Game
Manchester City;For;34;03/12/2023;Matchweek 14;Home;Son Heung-min (OG);Tottenham;Y*;;;;;9;0-1;Guglielmo Vicario;;;;;;Own Goal;In Game
Manchester City;For;35;03/12/2023;Matchweek 14;Home;Phil Foden;Tottenham;Y;0.55;0.91;Left Foot;8;31;01-janv;Guglielmo Vicario;Julián Álvarez;Julián Álvarez;Pass (Live);Erling Haaland;Pass (Live);;In Game
Manchester City;For;36;03/12/2023;Matchweek 14;Home;Jack Grealish;Tottenham;N;0.52;0.72;Right Foot;12;81;02-févr;Guglielmo Vicario;Erling Haaland;Erling Haaland;Pass (Live);Rodri;Pass (Live);;In Game
Manchester City;Against;14;03/12/2023;Matchweek 14;Home;Son Heung-min;Tottenham;Y*;0.15;0.35;Right Foot;12;6;0-0;Ederson;Dejan Kulusevski;Son Heung-min;Take-On;Dejan Kulusevski;Pass (Live);;In Game
Manchester City;Against;15;03/12/2023;Matchweek 14;Home;Giovani Lo Celso;Tottenham;Y;0.08;0.37;Left Foot;21;69;01-févr;Ederson;Son Heung-min;Son Heung-min;Pass (Live);Ben Davies;Pass (Live);;In Game
Manchester City;Against;16;03/12/2023;Matchweek 14;Home;Dejan Kulusevski;Tottenham;Y;0.11;0.51;Head;9;90;02-mars;Ederson;Brennan Johnson;Brennan Johnson;Pass (Live);Son Heung-min;Pass (Live;;In Game
Manchester Utd;Against;17;02/12/2023;Matchweek 14;Away;Anthony Gordon;Newcastle Utd;Y;0.82;0.90;Right Foot;3;55;0-0;André Onana;Kieran Trippier;Kieran Trippier;Pass (Live);Bruno Guimarães;Pass (Live);;In Game
Newcastle Utd;For;32;02/12/2023;Matchweek 14;Home;Anthony Gordon;Manchester Utd;Y;0.82;0.90;Right Foot;3;55;0-0;André Onana;Kieran Trippier;Kieran Trippier;Pass (Live);Bruno Guimarães;Pass (Live);;In Game
Nott'ham Forest;Against;22;02/12/2023;Matchweek 14;Home;Dwight McNeil;Everton;Y;0.06;0.23;Left Foot;12;67;0-0;Odisseas Vlachodimos;;Idrissa Gana Gueye;Pass (Live);Jack Harrison;Pass (Live);;In Game
Sheffield Utd;Against;35;02/12/2023;Matchweek 14;Away;Jay Rodriguez;Burnley;Y;0.12;0.71;Head;7;1;0-0;Wes Foderingham;Charlie Taylor;Charlie Taylor;Pass (Live);Zeki Amdouni;Take-On;Deflected;In Game
Sheffield Utd;Against;36;02/12/2023;Matchweek 14;Away;Jacob Bruun Larsen;Burnley;Y;0.34;0.41;Left Foot;16;29;1-0;Wes Foderingham;Dara O'Shea;Dara O'Shea;Pass (Live);Vitinho;Pass (Live);;In Game
Sheffield Utd;Against;37;02/12/2023;Matchweek 14;Away;Zeki Amdouni;Burnley;Y;0.07;0.70;Left Foot;14;73;2-0;Wes Foderingham;Jordan Beyer;Zeki Amdouni;Take-On;Jordan Beyer;Pass (Live);;In Game
Sheffield Utd;Against;38;02/12/2023;Matchweek 14;Away;Luca Koleosho;Burnley;Y;0.12;0.19;Right Foot;13;75;3-0;Wes Foderingham;Zeki Amdouni;Zeki Amdouni;Pass (Live);Vitinho;Pass (Live);;In Game
Sheffield Utd;Against;39;02/12/2023;Matchweek 14;Away;Josh Brownhill;Burnley;Y*;0.05;0.31;Right Foot;23;80;4-0;Wes Foderingham;;Michael Obafemi;Pass (Live);Nathan Redmond;Pass (Live);;In Game
Tottenham;For;26;03/12/2023;Matchweek 14;Away;Son Heung-min;Manchester City;Y*;0.15;0.35;Right Foot;12;6;0-0;Ederson;Dejan Kulusevski;Son Heung-min;Take-On;Dejan Kulusevski;Pass (Live);;In Game
Tottenham;For;27;03/12/2023;Matchweek 14;Away;Giovani Lo Celso;Manchester City;Y;0.08;0.37;Left Foot;21;69;01-févr;Ederson;Son Heung-min;Son Heung-min;Pass (Live);Ben Davies;Pass (Live);;In Game
Tottenham;For;28;03/12/2023;Matchweek 14;Away;Dejan Kulusevski;Manchester City;Y;0.11;0.51;Head;9;90;02-mars;Ederson;Brennan Johnson;Brennan Johnson;Pass (Live);Son Heung-min;Pass (Live);;In Game
Tottenham;Against;18;03/12/2023;Matchweek 14;Away;Son Heung-min (OG);Manchester City;Y*;;;;;9;0-1;Guglielmo Vicario;;;;;;Own Goal;In Game
Tottenham;Against;19;03/12/2023;Matchweek 14;Away;Phil Foden;Manchester City;Y;0.55;0.91;Left Foot;8;31;01-janv;Guglielmo Vicario;Julián Álvarez;Julián Álvarez;Pass (Live);Erling Haaland;Pass (Live);;In Game
Tottenham;Against;20;03/12/2023;Matchweek 14;Away;Jack Grealish;Manchester City;N;0.52;0.72;Right Foot;12;81;02-févr;Guglielmo Vicario;Erling Haaland;Erling Haaland;Pass (Live);Rodri;Pass (Live);;In Game
West Ham;For;24;03/12/2023;Matchweek 14;Home;Kudus Mohammed;Crystal Palace;Y;0.14;0.30;Right Foot;12;13;0-0;Sam Johnstone;Vladimír Coufal;Vladimír Coufal;Pass (Live);James Ward-Prowse;Pass (Live);Deflected;In Game
West Ham;Against;24;03/12/2023;Matchweek 14;Home;Odsonne Édouard;Crystal Palace;Y;0.19;0.58;Left Foot;12;53;0-1;Alphonse Areola;;;;;;;In Game
Wolves;For;19;02/12/2023;Matchweek 14;Away;Matheus Cunha;Arsenal;Y;0.06;0.48;Left Foot;16;86;0-2;David Raya;Nélson Semedo;Nélson Semedo;Tackle;;;;In Game
Wolves;Against;24;02/12/2023;Matchweek 14;Away;Bukayo Saka;Arsenal;Y;0.25;0.23;Right Foot;9;6;0-0;José Sá;Takehiro Tomiyasu;Bukayo Saka;Take-On;Takehiro Tomiyasu;Pass (Live);;In Game
Wolves;Against;25;02/12/2023;Matchweek 14;Away;Martin Ødegaard;Arsenal;Y*;0.17;0.27;Left Foot;16;13;1-0;José Sá;Oleksandr Zinchenko;Oleksandr Zinchenko;Pass (Live);Gabriel Jesus;Pass (Live);;In Game
Arsenal;For;30;05/12/2023;Matchweek 15;Away;Gabriel Martinelli;Luton Town;Y;0.19;0.77;Right Foot;11;20;0-0;Thomas Kaminski;Bukayo Saka;Bukayo Saka;Pass (Live);Gabriel Jesus;Pass (Dead);;Set Piece
Arsenal;For;31;05/12/2023;Matchweek 15;Away;Gabriel Jesus;Luton Town;Y;0.60;0.84;Head;4;45;01-janv;Thomas Kaminski;Ben White;Ben White;Pass (Live);Bukayo Saka;Pass (Live);;In Game
Arsenal;For;32;05/12/2023;Matchweek 15;Away;Kai Havertz;Luton Town;Y;0.56;0.66;Right Foot;8;60;02-mars;Thomas Kaminski;Gabriel Jesus;Gabriel Jesus;Pass (Live);Bukayo Saka;Pass (Live);Volley;In Game
Arsenal;For;33;05/12/2023;Matchweek 15;Away;Declan Rice;Luton Town;Y;0.07;0.43;Head;10;90+7;03-mars;Thomas Kaminski;Martin Ødegaard;Martin Ødegaard;Pass (Live);Oleksandr Zinchenko;Pass (Live);Deflected;In Game
Arsenal;Against;12;05/12/2023;Matchweek 15;Away;Gabriel Osho;Luton Town;Y;0.16;0.36;Head;9;25;0-1;David Raya;Alfie Doughty;Alfie Doughty;Pass (Dead);Gabriel Osho;Pass (Live);;Set Piece
Arsenal;Against;13;05/12/2023;Matchweek 15;Away;Elijah Adebayo;Luton Town;Y;0.21;0.47;Head;5;49;01-févr;David Raya;Alfie Doughty;Alfie Doughty;Pass (Dead);Andros Townsend;Shot;;Set Piece
Arsenal;Against;14;05/12/2023;Matchweek 15;Away;Ross Barkley;Luton Town;Y;0.05;0.04;Left Foot;12;57;02-févr;David Raya;Andros Townsend;Andros Townsend;Pass (Live);Andros Townsend;Take-On;;In Game
Aston Villa;For;34;06/12/2023;Matchweek 15;Home;Leon Bailey;Manchester City;Y;0.16;0.30;Right Foot;20;74;0-0;Ederson;Youri Tielemans;Youri Tielemans;Pass (Live);Diego Carlos;Pass (Live);Deflected;In Game
Bournemouth;For;17;06/12/2023;Matchweek 15;Away;Marcos Senesi;Crystal Palace;Y;0.58;0.58;Head;2;25;0-0;Sam Johnstone;Luis Sinisterra;Luis Sinisterra;Shot;;;;In Game
Bournemouth;For;18;06/12/2023;Matchweek 15;Away;Kieffer Moore;Crystal Palace;N;0.56;0.84;Head;5;90+1;1-0;Sam Johnstone;Philip Billing;Philip Billing;Pass (Live);Marcus Tavernier;Pass (Live);;In Game
Brentford;For;23;06/12/2023;Matchweek 15;Away;Bryan Mbeumo;Brighton;Y;0.79;0.99;Left Foot;13;27;0-0;Jason Steele;;Vitaly Janelt;Fouled;;;;Penalty Kick
Brentford;Against;20;06/12/2023;Matchweek 15;Away;Pascal Groß;Brighton;Y*;0.05;0.42;Left Foot;19;31;0-1;Mark Flekken;Kaoru Mitoma;Kaoru Mitoma;Pass (Live);João Pedro;Pass (Live);;In Game
Brentford;Against;21;06/12/2023;Matchweek 15;Away;Jack Hinshelwood;Brighton;Y;0.16;0.60;Head;6;52;01-janv;Mark Flekken;Pascal Groß;Pascal Groß;Pass (Live);Kaoru Mitoma;Pass (Live);;In Game
Brighton;For;31;06/12/2023;Matchweek 15;Home;Pascal Groß;Brentford;Y*;0.05;0.42;Left Foot;19;31;0-1;Mark Flekken;Kaoru Mitoma;Kaoru Mitoma;Pass (Live);João Pedro;Pass (Live);;In Game
Brighton;For;32;06/12/2023;Matchweek 15;Home;Jack Hinshelwood;Brentford;Y;0.16;0.60;Head;6;52;01-janv;Mark Flekken;Pascal Groß;Pascal Groß;Pass (Live);Kaoru Mitoma;Pass (Live);;In Game
Brighton;Against;27;06/12/2023;Matchweek 15;Home;Bryan Mbeumo;Brentford;Y;0.79;0.99;Left Foot;13;27;0-0;Jason Steele;;Vitaly Janelt;Fouled;;;;Penalty Kick
Burnley;Against;33;05/12/2023;Matchweek 15;Away;Hwang Hee-chan;Wolves;Y;0.19;0.45;Right Foot;12;42;0-0;James Trafford;Matheus Cunha;Matheus Cunha;Pass (Live);Pablo Sarabia;Pass (Live);;In Game
Chelsea;For;26;06/12/2023;Matchweek 15;Away;Cole Palmer;Manchester Utd;Y;0.07;0.48;Left Foot;17;45;0-1;André Onana;Mykhailo Mudryk;Mykhailo Mudryk;Pass (Live);Thiago Silva;Pass (Live);;In Game
Chelsea;Against;23;06/12/2023;Matchweek 15;Away;Scott McTominay;Manchester Utd;Y;0.10;0.20;Left Foot;12;19;0-0;Robert Sánchez;;Harry Maguire;Shot;;;;In Game
Chelsea;Against;24;06/12/2023;Matchweek 15;Away;Scott McTominay;Manchester Utd;Y;0.41;0.48;Head;4;69;01-janv;Robert Sánchez;Alejandro Garnacho;Alejandro Garnacho;Pass (Live);Sergio Reguilón;Pass (Live);;In Game
Crystal Palace;Against;20;06/12/2023;Matchweek 15;Home;Marcos Senesi;Bournemouth;Y;0.58;0.58;Head;2;25;0-0;Sam Johnstone;Luis Sinisterra;Luis Sinisterra;Shot;;;;In Game
Crystal Palace;Against;21;06/12/2023;Matchweek 15;Home;Kieffer Moore;Bournemouth;N;0.56;0.84;Head;5;90+1;1-0;Sam Johnstone;Philip Billing;Philip Billing;Pass (Live);Marcus Tavernier;Pass (Live);;In Game
Everton;For;16;07/12/2023;Matchweek 15;Home;Dwight McNeil;Newcastle Utd;Y;0.07;0.09;Left Foot;18;79;0-0;Martin Dúbravka;;;;;;Deflected;In Game
Everton;For;17;07/12/2023;Matchweek 15;Home;Abdoulaye Doucouré;Newcastle Utd;Y;0.37;0.57;Right Foot;14;86;1-0;Martin Dúbravka;Dwight McNeil;Jack Harrison;Pass (Live);;;;In Game
Everton;For;18;07/12/2023;Matchweek 15;Home;Beto;Newcastle Utd;N;0.33;0.56;Right Foot;9;90+6;2-0;Martin Dúbravka;Nathan Patterson;Nathan Patterson;Pass (Live);James Tarkowski;Pass (Live);;In Game
Fulham;For;17;06/12/2023;Matchweek 15;Home;Alex Iwobi;Nott'ham Forest;Y;0.37;0.90;Right Foot;6;30;0-0;Odisseas Vlachodimos;Willian;Willian;Pass (Live);Tom Cairney;Pass (Live);Volley;In Game
Fulham;For;18;06/12/2023;Matchweek 15;Home;Raúl Jiménez;Nott'ham Forest;Y;0.46;0.94;Right Foot;11;34;1-0;Odisseas Vlachodimos;Andreas Pereira;Andreas Pereira;Pass (Live);Alex Iwobi;Pass (Live);;In Game
Fulham;For;19;06/12/2023;Matchweek 15;Home;Raúl Jiménez;Nott'ham Forest;Y;0.81;0.80;Right Foot;8;54;2-0;Odisseas Vlachodimos;;Raúl Jiménez;Take-On;Andreas Pereira;Pass (Live);;In Game
Fulham;For;20;06/12/2023;Matchweek 15;Home;Alex Iwobi;Nott'ham Forest;Y;0.17;0.37;Right Foot;12;73;3-0;Odisseas Vlachodimos;Harry Wilson;Harry Wilson;Pass (Live);Tom Cairney;Pass (Live);Volley;In Game
Fulham;For;21;06/12/2023;Matchweek 15;Home;Tom Cairney;Nott'ham Forest;Y*;0.27;0.45;Left Foot;15;86;4-0;Odisseas Vlachodimos;Andreas Pereira;Andreas Pereira;Pass (Live);Tom Cairney;Pass (Live);;In Game
Liverpool;For;33;06/12/2023;Matchweek 15;Away;Virgil van Dijk;Sheffield Utd;Y*;0.29;0.12;Right Foot;10;37;0-0;Wes Foderingham;Trent Alexander-Arnold;Trent Alexander-Arnold;Pass (Dead);;;Volley;Set Piece
Liverpool;For;34;06/12/2023;Matchweek 15;Away;Dominik Szoboszlai;Sheffield Utd;Y;0.47;0.79;Right Foot;12;90+4;1-0;Wes Foderingham;Darwin Núñez;Darwin Núñez;Pass (Live);;;;In Game
Luton Town;For;14;05/12/2023;Matchweek 15;Home;Gabriel Osho;Arsenal;Y;0.16;0.36;Head;9;25;0-1;David Raya;Alfie Doughty;Alfie Doughty;Pass (Dead);Gabriel Osho;Pass (Live);;Set Piece
Luton Town;For;15;05/12/2023;Matchweek 15;Home;Elijah Adebayo;Arsenal;Y;0.21;0.47;Head;5;49;01-févr;David Raya;Alfie Doughty;Alfie Doughty;Pass (Dead);Andros Townsend;Shot;;Set Piece
Luton Town;For;16;05/12/2023;Matchweek 15;Home;Ross Barkley;Arsenal;Y;0.05;0.04;Left Foot;12;57;02-févr;David Raya;Andros Townsend;Andros Townsend;Pass (Live);Andros Townsend;Take-On;;In Game
Luton Town;Against;27;05/12/2023;Matchweek 15;Home;Gabriel Martinelli;Arsenal;Y;0.19;0.77;Right Foot;11;20;0-0;Thomas Kaminski;Bukayo Saka;Bukayo Saka;Pass (Live);Gabriel Jesus;Pass (Dead);;Set Piece
Luton Town;Against;28;05/12/2023;Matchweek 15;Home;Gabriel Jesus;Arsenal;Y;0.60;0.84;Head;4;45;01-janv;Thomas Kaminski;Ben White;Ben White;Pass (Live);Bukayo Saka;Pass (Live);;In Game
Luton Town;Against;29;05/12/2023;Matchweek 15;Home;Kai Havertz;Arsenal;Y;0.56;0.66;Right Foot;8;60;02-mars;Thomas Kaminski;Gabriel Jesus;Gabriel Jesus;Pass (Live);Bukayo Saka;Pass (Live);Volley;In Game
Luton Town;Against;30;05/12/2023;Matchweek 15;Home;Declan Rice;Arsenal;Y;0.07;0.43;Head;10;90+7;03-mars;Thomas Kaminski;Martin Ødegaard;Martin Ødegaard;Pass (Live);Oleksandr Zinchenko;Pass (Live);Deflected;In Game
Manchester City;Against;17;06/12/2023;Matchweek 15;Away;Leon Bailey;Aston Villa;Y;0.16;0.30;Right Foot;20;74;0-0;Ederson;Youri Tielemans;Youri Tielemans;Pass (Live);Diego Carlos;Pass (Live);Deflected;In Game
Manchester Utd;For;17;06/12/2023;Matchweek 15;Home;Scott McTominay;Chelsea;Y;0.10;0.20;Left Foot;12;19;0-0;Robert Sánchez;;Harry Maguire;Shot;;;;In Game
Manchester Utd;For;18;06/12/2023;Matchweek 15;Home;Scott McTominay;Chelsea;Y;0.41;0.48;Head;4;69;01-janv;Robert Sánchez;Alejandro Garnacho;Alejandro Garnacho;Pass (Live);Sergio Reguilón;Pass (Live);;In Game
Manchester Utd;Against;18;06/12/2023;Matchweek 15;Home;Cole Palmer;Chelsea;Y;0.07;0.48;Left Foot;17;45;0-1;André Onana;Mykhailo Mudryk;Mykhailo Mudryk;Pass (Live);Thiago Silva;Pass (Live);;In Game
Newcastle Utd;Against;15;07/12/2023;Matchweek 15;Away;Dwight McNeil;Everton;Y;0.07;0.09;Left Foot;18;79;0-0;Martin Dúbravka;;;;;;Deflected;In Game
Newcastle Utd;Against;16;07/12/2023;Matchweek 15;Away;Abdoulaye Doucouré;Everton;Y;0.37;0.57;Right Foot;14;86;1-0;Martin Dúbravka;Dwight McNeil;Jack Harrison;Pass (Live);;;;In Game
Newcastle Utd;Against;17;07/12/2023;Matchweek 15;Away;Beto;Everton;N;0.33;0.56;Right Foot;9;90+6;2-0;Martin Dúbravka;Nathan Patterson;Nathan Patterson;Pass (Live);James Tarkowski;Pass (Live);;In Game
Nott'ham Forest;Against;23;06/12/2023;Matchweek 15;Away;Alex Iwobi;Fulham;Y;0.37;0.90;Right Foot;6;30;0-0;Odisseas Vlachodimos;Willian;Willian;Pass (Live);Tom Cairney;Pass (Live);Volley;In Game
Nott'ham Forest;Against;24;06/12/2023;Matchweek 15;Away;Raúl Jiménez;Fulham;Y;0.46;0.94;Right Foot;11;34;1-0;Odisseas Vlachodimos;Andreas Pereira;Andreas Pereira;Pass (Live);Alex Iwobi;Pass (Live);;In Game
Nott'ham Forest;Against;25;06/12/2023;Matchweek 15;Away;Raúl Jiménez;Fulham;Y;0.81;0.80;Right Foot;8;54;2-0;Odisseas Vlachodimos;;Raúl Jiménez;Take-On;Andreas Pereira;Pass (Live);;In Game
Nott'ham Forest;Against;26;06/12/2023;Matchweek 15;Away;Alex Iwobi;Fulham;Y;0.17;0.37;Right Foot;12;73;3-0;Odisseas Vlachodimos;Harry Wilson;Harry Wilson;Pass (Live);Tom Cairney;Pass (Live);Volley;In Game
Nott'ham Forest;Against;27;06/12/2023;Matchweek 15;Away;Tom Cairney;Fulham;Y*;0.27;0.45;Left Foot;15;86;4-0;Odisseas Vlachodimos;Andreas Pereira;Andreas Pereira;Pass (Live);Tom Cairney;Pass (Live);;In Game
Sheffield Utd;Against;40;06/12/2023;Matchweek 15;Home;Virgil van Dijk;Liverpool;Y*;0.29;0.12;Right Foot;10;37;0-0;Wes Foderingham;Trent Alexander-Arnold;Trent Alexander-Arnold;Pass (Dead);;;Volley;Set Piece
Sheffield Utd;Against;41;06/12/2023;Matchweek 15;Home;Dominik Szoboszlai;Liverpool;Y;0.47;0.79;Right Foot;12;90+4;1-0;Wes Foderingham;Darwin Núñez;Darwin Núñez;Pass (Live);;;;In Game
Tottenham;For;29;07/12/2023;Matchweek 15;Home;Cristian Romero;West Ham;Y;0.03;0.52;Head;12;11;0-0;Łukasz Fabiański;Pedro Porro;Pedro Porro;Pass (Dead);;;;Set Piece
Tottenham;Against;21;07/12/2023;Matchweek 15;Home;Jarrod Bowen;West Ham;Y;0.50;0.91;Right Foot;8;52;0-1;Guglielmo Vicario;;Kudus Mohammed;Shot;;;;In Game
Tottenham;Against;22;07/12/2023;Matchweek 15;Home;James Ward-Prowse;West Ham;Y;0.93;0.87;Left Foot;8;74;01-janv;Guglielmo Vicario;;James Ward-Prowse;Shot;;;;In Game
West Ham;For;25;07/12/2023;Matchweek 15;Away;Jarrod Bowen;Tottenham;Y;0.50;0.91;Right Foot;8;52;0-1;Guglielmo Vicario;;Kudus Mohammed;Shot;;;;In Game
West Ham;For;26;07/12/2023;Matchweek 15;Away;James Ward-Prowse;Tottenham;Y;0.93;0.87;Left Foot;8;74;01-janv;Guglielmo Vicario;;James Ward-Prowse;Shot;;;;In Game
West Ham;Against;25;07/12/2023;Matchweek 15;Away;Cristian Romero;Tottenham;Y;0.03;0.52;Head;12;11;0-0;Łukasz Fabiański;Pedro Porro;Pedro Porro;Pass (Dead);;;;Set Piece
Wolves;For;20;05/12/2023;Matchweek 15;Home;Hwang Hee-chan;Burnley;Y;0.19;0.45;Right Foot;12;42;0-0;James Trafford;Matheus Cunha;Matheus Cunha;Pass (Live);Pablo Sarabia;Pass (Live);;In Game
Arsenal;Against;15;09/12/2023;Matchweek 16;Away;John McGinn;Aston Villa;Y*;0.14;0.22;Left Foot;9;7;0-0;David Raya;Leon Bailey;Leon Bailey;Pass (Live);Youri Tielemans;Pass (Live);Deflected;In Game
Aston Villa;For;35;09/12/2023;Matchweek 16;Home;John McGinn;Arsenal;Y*;0.14;0.22;Left Foot;9;7;0-0;David Raya;Leon Bailey;Leon Bailey;Pass (Live);Youri Tielemans;Pass (Live);Deflected;In Game
Bournemouth;For;19;09/12/2023;Matchweek 16;Away;Dominic Solanke;Manchester Utd;Y;0.25;0.74;Right Foot;8;5;0-0;André Onana;Lewis Cook;Lewis Cook;Pass (Live);Lewis Cook;Interception;;In Game
Bournemouth;For;20;09/12/2023;Matchweek 16;Away;Philip Billing;Manchester Utd;N;0.32;0.90;Other;6;68;1-0;André Onana;Marcus Tavernier;Marcus Tavernier;Pass (Live);Dominic Solanke;Pass (Live);;In Game
Bournemouth;For;21;09/12/2023;Matchweek 16;Away;Marcos Senesi;Manchester Utd;Y;0.11;0.39;Head;9;73;2-0;André Onana;Marcus Tavernier;Marcus Tavernier;Pass (Dead);Marcus Tavernier;Fouled;;Set Piece
Brentford;Against;22;09/12/2023;Matchweek 16;Away;James Mcatee;Sheffield Utd;Y;0.03;0.63;Left Foot;21;45+1;0-0;Mark Flekken;Gustavo Hamer;Gustavo Hamer;Pass (Live);;;;In Game
Brighton;For;33;09/12/2023;Matchweek 16;Home;Simon Adingra;Burnley;Y;0.29;0.84;Head;6;77;0-1;James Trafford;Pascal Groß;Pascal Groß;Pass (Live);Igor;Pass (Live);;In Game
Brighton;Against;28;09/12/2023;Matchweek 16;Home;Wilson Odobert;Burnley;Y;0.05;0.20;Right Foot;22;45;0-0;Bart Verbruggen;Jay Rodriguez;Jay Rodriguez;Pass (Live);Sander Berge;Pass (Live);Deflected;In Game
